station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
SF-M13,15960,2.356328320802005,1.9299246646356,1.4848146802675586,37607,30801.597647584178,23697.642297070233,2
SF-M20,22326,3.218534444145839,1.8344098441029617,2.5426310885482963,71857,40955.03417944272,56766.781682929264,2
SF-N24-2,16206,2.6877699617425646,1.9535179501332434,1.5580754914490715,43558,31658.711899859343,25250.171414423654,2
SF-N25,15389,2.236987458574306,1.9390897944871464,2.181348489750535,34425,29840.652847362697,33568.771908770985,2
SF-N29,15264,2.5112683438155137,1.9467860725366506,1.7121245127929094,38332,29715.742611199435,26133.86856327097,2
SF-Q21-1,12318,1.7791849326189317,1.9300178141533133,2.047218885926063,21916,23773.959434740515,25217.642236837248,2
SF-Q21-2,12923,1.9103923237638318,1.9616009744022784,1.5067484503968687,24688,25349.769392200644,19471.710224478735,2
SF-Q22-1,19625,2.5237707006369425,1.8725175252132533,1.7956321469130114,49529,36748.1564323101,35239.28088316785,2
SF-Q22-2,18902,2.6496137974817477,1.8882247026445431,1.9260793014019306,50083,35691.223329387154,36406.75095509929,2
SF-Q30,15492,2.3806480764265427,1.9216652772927985,1.2783420131188374,36881,29770.438475820032,19804.07446723703,2
SF-Q4,1666,1.4297719087635055,2.06794340233187,1.5215301073996237,2382,3445.193708284896,2534.8691589277732,2
SF-R19,12483,1.9365537130497477,1.9632060439161467,1.2048968573279766,24174,24506.70104620526,15040.727470025133,2
SF-S22-2,7177,1.361153685383865,1.9956043254693405,1.7754839299009124,9769,14322.452243893456,12742.648164898848,2
SF-U21,4743,1.3063461943917352,1.9705498577056626,1.3992099331082877,6196,9346.317975097958,6636.452712732608,2
SF-V23,4417,1.7722436042562826,1.9980916193151141,1.2802948833237138,7828,8825.570682514859,5655.062499640844,2
SF-V31,1445,1.1252595155709342,1.9220402620029702,1.2198680216826843,1626,2777.3481785942918,1762.7092913314789,2
SF-W29,1378,1.1088534107402033,1.9621213503766652,1.7561375864847328,1528,2703.803220819045,2419.9575941759617,2
SF-W9,862,1.2180974477958237,1.993747643675233,1.9732783342688607,1050,1718.610468848051,1700.9659241397578,2
SF-Y11,905,1.0917127071823205,1.844971772688817,1.3389766628073305,988,1669.6994542833795,1211.7738798406342,2
SF-Y16,968,1.115702479338843,1.9661115462450511,1.4298457502031818,1080,1903.1959767652095,1384.09068619668,2
SF-Z13,3328,1.1493389423076923,1.8421797579449124,1.549405107899137,3825,6130.774234440669,5156.420199088328,2
SF-Z6,2368,1.319679054054054,1.950213828963116,1.284905704516876,3125,4618.106346984659,3042.6567082959623,2
SF-Z7,2204,1.2572595281306715,1.9673906254566627,1.3764044971923506,2771,4336.128938506485,3033.5955118119405,2
SJ-D9,699,1.1945636623748213,2.028329673644989,1.1121516409591972,835,1417.8024418778473,777.3939970304789,2
SJ-J10,2091,1.3940698230511717,1.969621489206929,1.2161291215607375,2915,4118.478533931689,2542.925993183502,2
SJ-J6,766,1.2323759791122715,1.9253861874473157,1.209467737459506,944,1474.8458195846438,926.4522868939816,2
SJ-K11,1781,1.188658057271196,1.912546219831568,1.549049212246007,2117,3406.2448175200225,2758.856647010138,2
SJ-K9,6798,1.4202706678434833,1.9295392877374102,1.3002941466252267,9655,13117.008078038914,8839.399608758291,2
SJ-L11,1314,1.191019786910198,1.9300544468163985,1.1263802038250657,1565,2536.0915431167477,1480.0635878261362,2
SJ-L13,931,1.184747583243824,1.968543007683666,1.174980157511755,1103,1832.713540153493,1093.906526643444,2
SJ-L7-2,7241,1.537080513741196,1.8917205704820497,1.3177968359985106,11130,13697.948650860522,9542.166889465216,2
SJ-M10-1,6093,1.4775972427375677,1.8974354672750793,1.857778239811472,9003,11561.074302107058,11319.442815171298,2
SJ-M10-3,4017,1.3256161314413741,1.889074800856984,1.7110351760706883,5325,7588.413475042505,6873.228302275955,2
SJ-M7-1,7865,1.7691036236490782,2.0030354096197454,1.6128260004111363,13914,15753.873496659298,12684.876493233587,2
SJ-M8-1,3044,1.4365965834428385,2.0826903355035076,1.6806773268692654,4373,6339.709381272677,5115.981782990044,2
SJ-N12-1,1699,1.261330194231901,1.9279426856747768,1.254265219489866,2143,3275.5746229614456,2130.9966079132823,2
SJ-N9,2637,1.3143723928706863,1.9137841557779705,1.515781085795237,3466,5046.648818786508,3997.11472324204,2
SJ-O10,3700,1.3686486486486487,1.9266367811948333,1.175378952585111,5064,7128.556090420883,4348.902124564911,2
SJ-O4,784,1.1887755102040816,1.949347842931772,1.1075374211180737,932,1528.2887088585094,868.3093381565698,2
SJ-P10-2,1120,1.15625,1.8586818785317916,1.1249690955707947,1295,2081.7237039556067,1259.9653870392901,2
SJ-Q9,322,1.186335403726708,1.8895357006669398,1.2175170856876807,382,608.4304956147546,392.0405015914332,2
BK-C1,3572,1.2648376259798433,2.054448934317968,1.2212462922394345,4518,7338.491593383783,4362.29175587926,3
BK-C8,5959,1.430776976002685,1.986961509006596,1.4206858542120762,8526,11840.303632170306,8465.867005249762,3
BK-D5,3125,1.19904,2.0000640685905746,1.2358382515692543,3747,6250.200214345546,3861.99453615392,3
BK-E3,2289,1.199650502402796,2.0460335763241044,1.178463555727595,2746,4683.3708562058755,2697.503079060465,3
BK-E7,6976,1.3608084862385321,1.9657136503338248,1.6473418807411184,9493,13712.818424728763,11491.856960050041,3
BK-E9-2,7562,1.4810896588204179,1.9484230377699767,1.347548594429925,11200,14733.975011616563,10190.162471079093,3
BK-F9,6311,1.3167485343051815,1.9750827994976365,1.4043237271407123,8310,12464.747547629584,8862.687041985035,3
BK-G4,3075,1.1759349593495936,2.0137488176556673,1.1960318486206478,3616,6192.277614291176,3677.797934508492,3
BK-G8,3712,1.222521551724138,2.026485756073526,1.7164801077980736,4538,7522.31512654493,6371.574160146449,3
BK-H8,3693,1.181695098835635,2.000073719241051,1.6514614563495458,4364,7386.272245157203,6098.847158298872,3
OK-A2,3265,1.2055130168453292,1.9997283087036841,1.517163974899423,3936,6529.112927917528,4953.540378046616,3
OK-B1,2816,1.1633522727272727,2.0065416626827175,1.3958552949762952,3276,5650.421322114532,3930.7285106532477,3
OK-C4,3441,1.2124382446963091,1.9731663069981527,1.2777176008262119,4172,6789.665262380643,4396.626264442995,3
OK-D4,7861,1.402493321460374,1.9814388336791993,1.2398826767901714,11025,15576.090671552185,9746.717722247537,3
